name,year,High income,Low income,Lower-middle income,Not classified by income,Upper-middle income,High income (value),Low income (value),Lower-middle income (value),Not classified by income (value),Upper-middle income (value),source
Slovakia,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OECD DAC Creditor Reporting System (CRS)
Slovakia,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OECD DAC Creditor Reporting System (CRS)
Slovakia,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OECD DAC Creditor Reporting System (CRS)
Slovakia,2004,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.01,OECD DAC Creditor Reporting System (CRS)
Slovakia,2005,0.0,0.03,0.01,0.01,0.01,0.0,0.03,0.01,0.01,0.01,OECD DAC Creditor Reporting System (CRS)
Slovakia,2006,0.0,0.02,0.01,0.01,0.01,0.0,0.02,0.01,0.01,0.01,OECD DAC Creditor Reporting System (CRS)
Slovakia,2007,0.0,0.03,0.01,0.01,0.01,0.0,0.03,0.01,0.01,0.01,OECD DAC Creditor Reporting System (CRS)
Slovakia,2008,0.0,0.04,0.02,0.02,0.02,0.0,0.04,0.02,0.02,0.02,OECD DAC Creditor Reporting System (CRS)
Slovakia,2009,0.0,0.01,0.02,0.03,0.02,0.0,0.01,0.02,0.03,0.02,OECD DAC Creditor Reporting System (CRS)
Slovakia,2010,0.0,0.01,0.02,0.02,0.02,0.0,0.01,0.02,0.02,0.02,OECD DAC Creditor Reporting System (CRS)
Slovakia,2011,0.0,0.01,0.02,0.03,0.03,0.0,0.01,0.02,0.03,0.03,OECD DAC Creditor Reporting System (CRS)
Slovakia,2012,0.0,0.01,0.02,0.02,0.03,0.0,0.01,0.02,0.02,0.03,OECD DAC Creditor Reporting System (CRS)
Slovakia,2013,0.0,0.02,0.02,0.02,0.03,0.0,0.02,0.02,0.02,0.03,OECD DAC Creditor Reporting System (CRS)
Slovakia,2014,0.0,0.01,0.02,0.02,0.03,0.0,0.01,0.02,0.02,0.03,OECD DAC Creditor Reporting System (CRS)
Slovakia,2015,0.0,0.01,0.02,0.02,0.03,0.0,0.01,0.02,0.02,0.03,OECD DAC Creditor Reporting System (CRS)
Slovakia,2016,0.0,0.02,0.02,0.03,0.03,0.0,0.02,0.02,0.03,0.03,OECD DAC Creditor Reporting System (CRS)
Slovakia,2017,0.0,0.02,0.02,0.04,0.03,0.0,0.02,0.02,0.04,0.03,OECD DAC Creditor Reporting System (CRS)
Slovakia,2018,0.0,0.02,0.03,0.05,0.03,0.0,0.02,0.03,0.05,0.03,OECD DAC Creditor Reporting System (CRS)
Slovakia,2019,0.0,0.02,0.03,0.03,0.03,0.0,0.02,0.03,0.03,0.03,OECD DAC Creditor Reporting System (CRS)
Slovakia,2020,0.0,0.02,0.03,0.03,0.06,0.0,0.02,0.03,0.03,0.06,OECD DAC Creditor Reporting System (CRS)
Slovakia,2021,0.0,0.02,0.04,0.04,0.05,0.0,0.02,0.04,0.04,0.05,OECD DAC Creditor Reporting System (CRS)
Slovakia,2022,0.0,0.01,0.02,0.04,0.08,0.0,0.01,0.02,0.04,0.08,OECD DAC Creditor Reporting System (CRS)
Slovakia,2023,0.0,0.01,0.02,0.03,0.1,0.0,0.01,0.02,0.03,0.1,OECD DAC Creditor Reporting System (CRS)
Slovenia,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OECD DAC Creditor Reporting System (CRS)
Slovenia,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OECD DAC Creditor Reporting System (CRS)
Slovenia,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OECD DAC Creditor Reporting System (CRS)
Slovenia,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OECD DAC Creditor Reporting System (CRS)
Slovenia,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OECD DAC Creditor Reporting System (CRS)
Slovenia,2005,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,OECD DAC Creditor Reporting System (CRS)
Slovenia,2006,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,OECD DAC Creditor Reporting System (CRS)
Slovenia,2007,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,OECD DAC Creditor Reporting System (CRS)
Slovenia,2008,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.02,OECD DAC Creditor Reporting System (CRS)
Slovenia,2009,0.0,0.01,0.01,0.02,0.02,0.0,0.01,0.01,0.02,0.02,OECD DAC Creditor Reporting System (CRS)
Slovenia,2010,0.0,0.01,0.01,0.02,0.01,0.0,0.01,0.01,0.02,0.01,OECD DAC Creditor Reporting System (CRS)
Slovenia,2011,0.0,0.01,0.01,0.02,0.02,0.0,0.01,0.01,0.02,0.02,OECD DAC Creditor Reporting System (CRS)
Slovenia,2012,0.0,0.01,0.01,0.01,0.02,0.0,0.01,0.01,0.01,0.02,OECD DAC Creditor Reporting System (CRS)
Slovenia,2013,0.0,0.01,0.01,0.02,0.02,0.0,0.01,0.01,0.02,0.02,OECD DAC Creditor Reporting System (CRS)
Slovenia,2014,0.0,0.01,0.01,0.02,0.02,0.0,0.01,0.01,0.02,0.02,OECD DAC Creditor Reporting System (CRS)
Slovenia,2015,0.0,0.01,0.01,0.02,0.02,0.0,0.01,0.01,0.02,0.02,OECD DAC Creditor Reporting System (CRS)
Slovenia,2016,0.0,0.01,0.02,0.02,0.03,0.0,0.01,0.02,0.02,0.03,OECD DAC Creditor Reporting System (CRS)
Slovenia,2017,0.0,0.01,0.01,0.02,0.03,0.0,0.01,0.01,0.02,0.03,OECD DAC Creditor Reporting System (CRS)
Slovenia,2018,0.0,0.01,0.02,0.02,0.03,0.0,0.01,0.02,0.02,0.03,OECD DAC Creditor Reporting System (CRS)
Slovenia,2019,0.0,0.01,0.01,0.02,0.04,0.0,0.01,0.01,0.02,0.04,OECD DAC Creditor Reporting System (CRS)
Slovenia,2020,0.0,0.01,0.02,0.02,0.04,0.0,0.01,0.02,0.02,0.04,OECD DAC Creditor Reporting System (CRS)
Slovenia,2021,0.0,0.01,0.03,0.02,0.05,0.0,0.01,0.03,0.02,0.05,OECD DAC Creditor Reporting System (CRS)
Slovenia,2022,0.0,0.01,0.04,0.05,0.06,0.0,0.01,0.04,0.05,0.06,OECD DAC Creditor Reporting System (CRS)
Slovenia,2023,0.0,0.01,0.02,0.04,0.09,0.0,0.01,0.02,0.04,0.09,OECD DAC Creditor Reporting System (CRS)
South Korea,2000,0.01,0.02,0.13,0.02,0.04,0.01,0.02,0.13,0.02,0.04,OECD DAC Creditor Reporting System (CRS)
South Korea,2001,0.03,0.02,0.15,0.02,0.06,0.03,0.02,0.15,0.02,0.06,OECD DAC Creditor Reporting System (CRS)
South Korea,2002,0.02,0.02,0.14,0.02,0.08,0.02,0.02,0.14,0.02,0.08,OECD DAC Creditor Reporting System (CRS)
South Korea,2003,0.0,0.05,0.16,0.03,0.12,0.0,0.05,0.16,0.03,0.12,OECD DAC Creditor Reporting System (CRS)
South Korea,2004,0.0,0.05,0.19,0.03,0.15,0.0,0.05,0.19,0.03,0.15,OECD DAC Creditor Reporting System (CRS)
South Korea,2005,0.01,0.09,0.35,0.05,0.24,0.01,0.09,0.35,0.05,0.24,OECD DAC Creditor Reporting System (CRS)
South Korea,2006,0.0,0.03,0.22,0.07,0.16,0.0,0.03,0.22,0.07,0.16,OECD DAC Creditor Reporting System (CRS)
South Korea,2007,0.0,0.07,0.34,0.08,0.18,0.0,0.07,0.34,0.08,0.18,OECD DAC Creditor Reporting System (CRS)
South Korea,2008,0.01,0.07,0.42,0.13,0.16,0.01,0.07,0.42,0.13,0.16,OECD DAC Creditor Reporting System (CRS)
South Korea,2009,0.0,0.09,0.39,0.14,0.18,0.0,0.09,0.39,0.14,0.18,OECD DAC Creditor Reporting System (CRS)
South Korea,2010,0.0,0.2,0.62,0.15,0.2,0.0,0.2,0.62,0.15,0.2,OECD DAC Creditor Reporting System (CRS)
South Korea,2011,0.0,0.16,0.76,0.2,0.18,0.0,0.16,0.76,0.2,0.18,OECD DAC Creditor Reporting System (CRS)
South Korea,2012,0.0,0.24,0.9,0.25,0.2,0.0,0.24,0.9,0.25,0.2,OECD DAC Creditor Reporting System (CRS)
South Korea,2013,0.0,0.36,0.93,0.25,0.18,0.0,0.36,0.93,0.25,0.18,OECD DAC Creditor Reporting System (CRS)
South Korea,2014,0.0,0.34,1.01,0.29,0.2,0.0,0.34,1.01,0.29,0.2,OECD DAC Creditor Reporting System (CRS)
South Korea,2015,0.0,0.32,1.04,0.3,0.17,0.0,0.32,1.04,0.3,0.17,OECD DAC Creditor Reporting System (CRS)
South Korea,2016,0.0,0.39,1.0,0.36,0.22,0.0,0.39,1.0,0.36,0.22,OECD DAC Creditor Reporting System (CRS)
South Korea,2017,0.0,0.36,1.1,0.36,0.22,0.0,0.36,1.1,0.36,0.22,OECD DAC Creditor Reporting System (CRS)
South Korea,2018,0.0,0.41,1.27,0.38,0.33,0.0,0.41,1.27,0.38,0.33,OECD DAC Creditor Reporting System (CRS)
South Korea,2019,0.0,0.44,1.37,0.3,0.35,0.0,0.44,1.37,0.3,0.35,OECD DAC Creditor Reporting System (CRS)
South Korea,2020,0.01,0.36,1.15,0.32,0.34,0.01,0.36,1.15,0.32,0.34,OECD DAC Creditor Reporting System (CRS)
South Korea,2021,0.0,0.39,1.47,0.46,0.56,0.0,0.39,1.47,0.46,0.56,OECD DAC Creditor Reporting System (CRS)
South Korea,2022,0.0,0.45,1.23,0.49,0.6,0.0,0.45,1.23,0.49,0.6,OECD DAC Creditor Reporting System (CRS)
South Korea,2023,0.01,0.47,1.43,0.56,0.73,0.01,0.47,1.43,0.56,0.73,OECD DAC Creditor Reporting System (CRS)
Spain,2000,0.03,0.1,0.3,0.33999999999999997,0.43,0.03,0.1,0.3,0.34,0.43,OECD DAC Creditor Reporting System (CRS)
Spain,2001,0.02,0.14,0.86,0.26,0.44,0.02,0.14,0.86,0.26,0.44,OECD DAC Creditor Reporting System (CRS)
Spain,2002,0.02,0.21,0.51,0.37,0.5,0.02,0.21,0.51,0.37,0.5,OECD DAC Creditor Reporting System (CRS)
Spain,2003,0.02,0.26,0.64,0.44999999999999996,0.54,0.02,0.26,0.64,0.45,0.54,OECD DAC Creditor Reporting System (CRS)
Spain,2004,0.02,0.33,0.94,0.44,0.66,0.02,0.33,0.94,0.44,0.66,OECD DAC Creditor Reporting System (CRS)
Spain,2005,0.03,0.53,1.1,0.54,0.78,0.03,0.53,1.1,0.54,0.78,OECD DAC Creditor Reporting System (CRS)
Spain,2006,0.04,0.57,1.1,0.75,1.23,0.04,0.57,1.1,0.75,1.23,OECD DAC Creditor Reporting System (CRS)
Spain,2007,0.05,0.74,1.52,1.42,1.28,0.05,0.74,1.52,1.42,1.28,OECD DAC Creditor Reporting System (CRS)
Spain,2008,0.05,1.05,1.89,2.24,1.59,0.05,1.05,1.89,2.24,1.59,OECD DAC Creditor Reporting System (CRS)
Spain,2009,0.06,1.04,2.17,1.78,1.47,0.06,1.04,2.17,1.78,1.47,OECD DAC Creditor Reporting System (CRS)
Spain,2010,0.04,1.1,1.68,1.99,1.01,0.04,1.1,1.68,1.99,1.01,OECD DAC Creditor Reporting System (CRS)
Spain,2011,0.03,0.69,1.25,1.24,0.85,0.03,0.69,1.25,1.24,0.85,OECD DAC Creditor Reporting System (CRS)
Spain,2012,0.01,0.35,0.53,0.6,0.52,0.01,0.35,0.53,0.6,0.52,OECD DAC Creditor Reporting System (CRS)
Spain,2013,0.01,0.33,0.78,0.54,0.52,0.01,0.33,0.78,0.54,0.52,OECD DAC Creditor Reporting System (CRS)
Spain,2014,0.01,0.37,0.54,0.42,0.45,0.01,0.37,0.54,0.42,0.45,OECD DAC Creditor Reporting System (CRS)
Spain,2015,0.0,0.23,0.35,0.48,0.33,0.0,0.23,0.35,0.48,0.33,OECD DAC Creditor Reporting System (CRS)
Spain,2016,0.0,0.44,0.67,0.53,2.56,0.0,0.44,0.67,0.53,2.56,OECD DAC Creditor Reporting System (CRS)
Spain,2017,0.01,0.5,0.71,0.65,0.49,0.01,0.5,0.71,0.65,0.49,OECD DAC Creditor Reporting System (CRS)
Spain,2018,0.0,0.51,0.72,0.8,0.52,0.0,0.51,0.72,0.8,0.52,OECD DAC Creditor Reporting System (CRS)
Spain,2019,0.0,0.44,0.73,0.8200000000000001,0.58,0.0,0.44,0.73,0.82,0.58,OECD DAC Creditor Reporting System (CRS)
Spain,2020,0.01,0.43,0.74,0.76,0.67,0.01,0.43,0.74,0.76,0.67,OECD DAC Creditor Reporting System (CRS)
Spain,2021,0.0,0.55,0.88,1.09,0.68,0.0,0.55,0.88,1.09,0.68,OECD DAC Creditor Reporting System (CRS)
Spain,2022,0.0,0.4,0.6,1.82,1.09,0.0,0.4,0.6,1.82,1.09,OECD DAC Creditor Reporting System (CRS)
Spain,2023,0.0,0.39,0.6,1.19,1.33,0.0,0.39,0.6,1.19,1.33,OECD DAC Creditor Reporting System (CRS)
Sweden,2000,0.01,0.28,0.67,0.53,0.28,0.01,0.28,0.67,0.53,0.28,OECD DAC Creditor Reporting System (CRS)
Sweden,2001,0.02,0.27,0.53,0.57,0.26,0.02,0.27,0.53,0.57,0.26,OECD DAC Creditor Reporting System (CRS)
Sweden,2002,0.01,0.4,0.68,0.65,0.24,0.01,0.4,0.68,0.65,0.24,OECD DAC Creditor Reporting System (CRS)
Sweden,2003,0.01,0.59,0.62,0.84,0.3,0.01,0.59,0.62,0.84,0.3,OECD DAC Creditor Reporting System (CRS)
Sweden,2004,0.01,0.53,0.77,1.03,0.36,0.01,0.53,0.77,1.03,0.36,OECD DAC Creditor Reporting System (CRS)
Sweden,2005,0.02,0.75,1.03,1.15,0.4,0.02,0.75,1.03,1.15,0.4,OECD DAC Creditor Reporting System (CRS)
Sweden,2006,0.02,0.74,0.99,1.39,0.79,0.02,0.74,0.99,1.39,0.79,OECD DAC Creditor Reporting System (CRS)
Sweden,2007,0.02,0.96,1.2,1.61,0.51,0.02,0.96,1.2,1.61,0.51,OECD DAC Creditor Reporting System (CRS)
Sweden,2008,0.02,1.04,1.27,1.84,0.54,0.02,1.04,1.27,1.84,0.54,OECD DAC Creditor Reporting System (CRS)
Sweden,2009,0.01,0.99,1.13,1.86,0.49,0.01,0.99,1.13,1.86,0.49,OECD DAC Creditor Reporting System (CRS)
Sweden,2010,0.02,1.0,1.12,1.85,0.54,0.02,1.0,1.12,1.85,0.54,OECD DAC Creditor Reporting System (CRS)
Sweden,2011,0.01,1.46,1.33,2.09,0.65,0.01,1.46,1.33,2.09,0.65,OECD DAC Creditor Reporting System (CRS)
Sweden,2012,0.01,1.09,1.2,2.32,0.58,0.01,1.09,1.2,2.32,0.58,OECD DAC Creditor Reporting System (CRS)
Sweden,2013,0.01,1.28,1.42,2.5,0.58,0.01,1.28,1.42,2.5,0.58,OECD DAC Creditor Reporting System (CRS)
Sweden,2014,0.01,1.24,1.27,3.08,0.61,0.01,1.24,1.27,3.08,0.61,OECD DAC Creditor Reporting System (CRS)
Sweden,2015,0.0,1.07,1.19,3.86,0.48,0.0,1.07,1.19,3.86,0.48,OECD DAC Creditor Reporting System (CRS)
Sweden,2016,0.01,1.04,1.03,2.32,0.45,0.01,1.04,1.03,2.32,0.45,OECD DAC Creditor Reporting System (CRS)
Sweden,2017,0.01,1.25,1.24,2.51,0.51,0.01,1.25,1.24,2.51,0.51,OECD DAC Creditor Reporting System (CRS)
Sweden,2018,0.01,1.47,1.24,2.53,0.58,0.01,1.47,1.24,2.53,0.58,OECD DAC Creditor Reporting System (CRS)
Sweden,2019,0.0,1.41,1.12,2.03,0.5,0.0,1.41,1.12,2.03,0.5,OECD DAC Creditor Reporting System (CRS)
Sweden,2020,0.03,1.56,1.36,2.2199999999999998,0.98,0.03,1.56,1.36,2.22,0.98,OECD DAC Creditor Reporting System (CRS)
Sweden,2021,0.0,1.73,1.33,2.08,0.64,0.0,1.73,1.33,2.08,0.64,OECD DAC Creditor Reporting System (CRS)
Sweden,2022,0.0,1.4,1.09,1.99,0.84,0.0,1.4,1.09,1.99,0.84,OECD DAC Creditor Reporting System (CRS)
Sweden,2023,0.01,1.41,1.21,1.75,1.02,0.01,1.41,1.21,1.75,1.02,OECD DAC Creditor Reporting System (CRS)
Switzerland,2000,0.0,0.17,0.3,0.26,0.15,0.0,0.17,0.3,0.26,0.15,OECD DAC Creditor Reporting System (CRS)
Switzerland,2001,0.01,0.16,0.29,0.28,0.15,0.01,0.16,0.29,0.28,0.15,OECD DAC Creditor Reporting System (CRS)
Switzerland,2002,0.0,0.16,0.28,0.32,0.16,0.0,0.16,0.28,0.32,0.16,OECD DAC Creditor Reporting System (CRS)
Switzerland,2003,0.01,0.27,0.41,0.36,0.23,0.01,0.27,0.41,0.36,0.23,OECD DAC Creditor Reporting System (CRS)
Switzerland,2004,0.0,0.26,0.45,0.58,0.23,0.0,0.26,0.45,0.58,0.23,OECD DAC Creditor Reporting System (CRS)
Switzerland,2005,0.01,0.26,0.51,0.55,0.42,0.01,0.26,0.51,0.55,0.42,OECD DAC Creditor Reporting System (CRS)
Switzerland,2006,0.0,0.29,0.51,0.55,0.27,0.0,0.29,0.51,0.55,0.27,OECD DAC Creditor Reporting System (CRS)
Switzerland,2007,0.0,0.33,0.5,0.6,0.22,0.0,0.33,0.5,0.6,0.22,OECD DAC Creditor Reporting System (CRS)
Switzerland,2008,0.0,0.32,0.5,0.84,0.34,0.0,0.32,0.5,0.84,0.34,OECD DAC Creditor Reporting System (CRS)
Switzerland,2009,0.0,0.51,0.58,0.91,0.28,0.0,0.51,0.58,0.91,0.28,OECD DAC Creditor Reporting System (CRS)
Switzerland,2010,0.0,0.42,0.61,0.93,0.29,0.0,0.42,0.61,0.93,0.29,OECD DAC Creditor Reporting System (CRS)
Switzerland,2011,0.0,0.54,0.82,1.32,0.34,0.0,0.54,0.82,1.32,0.34,OECD DAC Creditor Reporting System (CRS)
Switzerland,2012,0.0,0.43,0.8,1.43,0.34,0.0,0.43,0.8,1.43,0.34,OECD DAC Creditor Reporting System (CRS)
Switzerland,2013,0.0,0.52,0.92,1.3,0.39,0.0,0.52,0.92,1.3,0.39,OECD DAC Creditor Reporting System (CRS)
Switzerland,2014,0.0,0.58,0.96,1.49,0.45,0.0,0.58,0.96,1.49,0.45,OECD DAC Creditor Reporting System (CRS)
Switzerland,2015,0.0,0.62,1.01,1.4,0.41,0.0,0.62,1.01,1.4,0.41,OECD DAC Creditor Reporting System (CRS)
Switzerland,2016,0.0,0.58,0.94,1.57,0.42,0.0,0.58,0.94,1.57,0.42,OECD DAC Creditor Reporting System (CRS)
Switzerland,2017,0.01,0.59,0.95,1.14,0.4,0.01,0.59,0.95,1.14,0.4,OECD DAC Creditor Reporting System (CRS)
Switzerland,2018,0.0,0.61,0.9,1.15,0.38,0.0,0.61,0.9,1.15,0.38,OECD DAC Creditor Reporting System (CRS)
Switzerland,2019,0.0,0.62,0.86,1.1,0.44,0.0,0.62,0.86,1.1,0.44,OECD DAC Creditor Reporting System (CRS)
Switzerland,2020,0.0,0.69,0.95,1.51,0.43,0.0,0.69,0.95,1.51,0.43,OECD DAC Creditor Reporting System (CRS)
Switzerland,2021,0.0,0.72,1.03,1.52,0.48,0.0,0.72,1.03,1.52,0.48,OECD DAC Creditor Reporting System (CRS)
Switzerland,2022,0.0,0.65,0.88,2.23,0.63,0.0,0.65,0.88,2.23,0.63,OECD DAC Creditor Reporting System (CRS)
Switzerland,2023,0.0,0.8,1.08,2.6199999999999997,0.6,0.0,0.8,1.08,2.62,0.6,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2000,0.08,0.87,1.6,1.12,0.79,0.08,0.87,1.6,1.12,0.79,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2001,0.07,0.91,1.91,1.01,0.66,0.07,0.91,1.91,1.01,0.66,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2002,0.05,0.84,1.68,1.33,1.03,0.05,0.84,1.68,1.33,1.03,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2003,0.04,1.25,2.61,1.48,0.88,0.04,1.25,2.61,1.48,0.88,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2004,0.05,1.93,3.09,1.83,0.99,0.05,1.93,3.09,1.83,0.99,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2005,0.04,1.71,5.03,1.9000000000000001,2.08,0.04,1.71,5.03,1.9,2.08,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2006,0.05,2.67,6.56,2.07,1.11,0.05,2.67,6.56,2.07,1.11,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2007,-0.11,2.83,3.71,2.7800000000000002,0.6,-0.11,2.83,3.71,2.78,0.6,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2008,0.06,2.92,3.91,2.75,1.79,0.06,2.92,3.91,2.75,1.79,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2009,0.05,2.75,3.86,3.39,1.14,0.05,2.75,3.86,3.39,1.14,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2010,0.05,3.29,4.61,3.96,0.99,0.05,3.29,4.61,3.96,0.99,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2011,0.03,3.82,4.64,3.87,1.3,0.03,3.82,4.64,3.87,1.3,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2012,0.03,3.21,4.76,4.01,1.18,0.03,3.21,4.76,4.01,1.18,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2013,0.03,4.32,6.25,5.0,1.38,0.03,4.32,6.25,5.0,1.38,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2014,0.02,4.83,7.17,5.5200000000000005,1.35,0.02,4.83,7.17,5.52,1.35,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2015,0.03,4.79,6.03,5.5,1.59,0.03,4.79,6.03,5.5,1.59,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2016,0.03,4.54,5.55,5.91,1.67,0.03,4.54,5.55,5.91,1.67,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2017,0.03,4.84,5.44,5.83,1.45,0.03,4.84,5.44,5.83,1.45,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2018,0.02,4.76,5.64,7.26,1.45,0.02,4.76,5.64,7.26,1.45,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2019,0.02,4.55,4.8,7.890000000000001,1.72,0.02,4.55,4.8,7.89,1.72,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2020,0.03,4.42,4.8,7.72,1.79,0.03,4.42,4.8,7.72,1.79,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2021,0.02,3.49,3.67,6.93,1.72,0.02,3.49,3.67,6.93,1.72,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2022,0.01,2.08,1.82,9.81,1.48,0.01,2.08,1.82,9.81,1.48,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2023,0.01,3.06,3.42,10.29,1.54,0.01,3.06,3.42,10.29,1.54,OECD DAC Creditor Reporting System (CRS)
United States,2000,0.02,1.18,3.32,3.75,1.44,0.02,1.18,3.32,3.75,1.44,OECD DAC Creditor Reporting System (CRS)
United States,2001,0.07,1.29,4.39,3.44,1.99,0.07,1.29,4.39,3.44,1.99,OECD DAC Creditor Reporting System (CRS)
United States,2002,0.07,2.22,4.37,3.6199999999999997,2.76,0.07,2.22,4.37,3.62,2.76,OECD DAC Creditor Reporting System (CRS)
United States,2003,0.09,3.84,4.14,3.9699999999999998,4.05,0.09,3.84,4.14,3.97,4.05,OECD DAC Creditor Reporting System (CRS)
United States,2004,0.1,3.68,4.98,5.569999999999999,5.18,0.1,3.68,4.98,5.57,5.18,OECD DAC Creditor Reporting System (CRS)
United States,2005,0.08,4.5,4.25,5.45,13.52,0.08,4.5,4.25,5.45,13.52,OECD DAC Creditor Reporting System (CRS)
United States,2006,0.1,5.06,5.3,5.3999999999999995,7.55,0.1,5.06,5.3,5.4,7.55,OECD DAC Creditor Reporting System (CRS)
United States,2007,0.09,4.79,5.17,5.51,6.08,0.09,4.79,5.17,5.51,6.08,OECD DAC Creditor Reporting System (CRS)
United States,2008,0.09,6.59,6.43,6.88,6.23,0.09,6.59,6.43,6.88,6.23,OECD DAC Creditor Reporting System (CRS)
United States,2009,0.09,7.6,7.56,7.319999999999999,6.1,0.09,7.6,7.56,7.32,6.1,OECD DAC Creditor Reporting System (CRS)
United States,2010,0.09,7.57,8.66,8.42,4.75,0.09,7.57,8.66,8.42,4.75,OECD DAC Creditor Reporting System (CRS)
United States,2011,0.07,8.79,8.82,8.08,5.11,0.07,8.79,8.82,8.08,5.11,OECD DAC Creditor Reporting System (CRS)
United States,2012,0.05,8.35,9.06,8.78,3.94,0.05,8.35,9.06,8.78,3.94,OECD DAC Creditor Reporting System (CRS)
United States,2013,0.05,8.36,9.98,8.549999999999999,3.67,0.05,8.36,9.98,8.55,3.67,OECD DAC Creditor Reporting System (CRS)
United States,2014,0.04,8.5,10.04,10.629999999999999,3.71,0.04,8.5,10.04,10.63,3.71,OECD DAC Creditor Reporting System (CRS)
United States,2015,0.03,8.61,8.77,10.18,3.23,0.03,8.61,8.77,10.18,3.23,OECD DAC Creditor Reporting System (CRS)
United States,2016,0.03,9.18,10.16,11.459999999999999,3.43,0.03,9.18,10.16,11.46,3.43,OECD DAC Creditor Reporting System (CRS)
United States,2017,0.07,9.06,9.85,11.83,3.8,0.07,9.06,9.85,11.83,3.8,OECD DAC Creditor Reporting System (CRS)
United States,2018,0.09,8.7,9.56,11.42,3.67,0.09,8.7,9.56,11.42,3.67,OECD DAC Creditor Reporting System (CRS)
United States,2019,0.02,9.0,8.46,11.25,3.47,0.02,9.0,8.46,11.25,3.47,OECD DAC Creditor Reporting System (CRS)
United States,2020,0.02,10.1,9.9,10.09,4.31,0.02,10.1,9.9,10.09,4.31,OECD DAC Creditor Reporting System (CRS)
United States,2021,0.05,13.07,12.22,16.5,4.61,0.05,13.07,12.22,16.5,4.61,OECD DAC Creditor Reporting System (CRS)
United States,2022,0.06,12.16,10.12,23.459999999999997,13.64,0.06,12.16,10.12,23.46,13.64,OECD DAC Creditor Reporting System (CRS)
United States,2023,0.07,12.54,11.83,22.92,16.63,0.07,12.54,11.83,22.92,16.63,OECD DAC Creditor Reporting System (CRS)
